file_name,line_before,line_after,reference,project,commit_link
test/test.js,,"QUnit.test('should not merge ""__proto__"" properties', function(assert) {",d8e069cc3410082e44eb18fcf8e7f3d08ebe1d4a,lodash,https://github.com/lodash/lodash/commit/d8e069cc3410082e44eb18fcf8e7f3d08ebe1d4a
test/test.js,,assert.expect(1);,d8e069cc3410082e44eb18fcf8e7f3d08ebe1d4a,lodash,https://github.com/lodash/lodash/commit/d8e069cc3410082e44eb18fcf8e7f3d08ebe1d4a
test/test.js,,if (JSON) {,d8e069cc3410082e44eb18fcf8e7f3d08ebe1d4a,lodash,https://github.com/lodash/lodash/commit/d8e069cc3410082e44eb18fcf8e7f3d08ebe1d4a
test/test.js,,"_.merge({}, JSON.parse('{""__proto__"":{""a"":1}}'));",d8e069cc3410082e44eb18fcf8e7f3d08ebe1d4a,lodash,https://github.com/lodash/lodash/commit/d8e069cc3410082e44eb18fcf8e7f3d08ebe1d4a
test/test.js,,"var actual = ""a"" in objectProto;",d8e069cc3410082e44eb18fcf8e7f3d08ebe1d4a,lodash,https://github.com/lodash/lodash/commit/d8e069cc3410082e44eb18fcf8e7f3d08ebe1d4a
test/test.js,,delete objectProto.a;,d8e069cc3410082e44eb18fcf8e7f3d08ebe1d4a,lodash,https://github.com/lodash/lodash/commit/d8e069cc3410082e44eb18fcf8e7f3d08ebe1d4a
test/test.js,,assert.notOk(actual);,d8e069cc3410082e44eb18fcf8e7f3d08ebe1d4a,lodash,https://github.com/lodash/lodash/commit/d8e069cc3410082e44eb18fcf8e7f3d08ebe1d4a
test/test.js,,} else {,d8e069cc3410082e44eb18fcf8e7f3d08ebe1d4a,lodash,https://github.com/lodash/lodash/commit/d8e069cc3410082e44eb18fcf8e7f3d08ebe1d4a
test/test.js,,skipAssert(assert);,d8e069cc3410082e44eb18fcf8e7f3d08ebe1d4a,lodash,https://github.com/lodash/lodash/commit/d8e069cc3410082e44eb18fcf8e7f3d08ebe1d4a
test/test.js,,},d8e069cc3410082e44eb18fcf8e7f3d08ebe1d4a,lodash,https://github.com/lodash/lodash/commit/d8e069cc3410082e44eb18fcf8e7f3d08ebe1d4a
test/test.js,,});,d8e069cc3410082e44eb18fcf8e7f3d08ebe1d4a,lodash,https://github.com/lodash/lodash/commit/d8e069cc3410082e44eb18fcf8e7f3d08ebe1d4a
